EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
29440134278,229,1,99,1,3,2,312,about to sleep
29440835558,824,1,35,1,1,1,111,hibernating
29440835754,284,1,59,1,3,2,312,about to sleep
29441936710,449,1,659,1,2,4,214,hibernating
29442239150,193,2,1067,2,3,5,325,about to sleep
29442828514,293,2,288,2,3,3,323,about to sleep
29443179200,866,1,279,1,1,3,113,hibernating
29443565298,64,1,59,1,5,2,512,new customers
29444098454,179,8,902,4,4,5,445,loyal customers
29444375312,337,3,717,2,3,4,324,about to sleep
29444503940,582,1,49,1,2,1,211,hibernating
29445548068,453,1,199,1,2,3,213,hibernating
29445747920,475,2,98,2,2,2,222,hibernating
29446516602,127,4,1826,3,4,5,435,potential loyalists
29447951514,193,1,99,1,3,2,312,about to sleep
29448441478,474,1,49,1,2,1,211,hibernating
29449803308,554,3,133,2,2,3,223,hibernating
29450359420,131,4,756,3,4,4,434,potential loyalists
29450775200,596,1,199,1,2,3,213,hibernating
29450986342,673,1,49,1,2,1,211,hibernating
29451599728,295,3,224,2,3,3,323,about to sleep
29456774746,244,4,226,3,3,3,333,need attention
29457112920,19,9,481,4,5,4,544,champions
29457248140,385,1,98,1,2,2,212,hibernating
29460003874,174,1,59,1,4,2,412,promising
29460017400,181,16,792,5,3,5,355,loyal customers
29460209686,109,2,594,2,4,4,424,potential loyalists
29460215696,97,2,438,2,4,4,424,potential loyalists
29460664156,649,2,3118,2,2,5,225,hibernating
29460856308,21,2,128,2,5,3,523,potential loyalists
29461027048,309,5,255,3,3,3,333,need attention
29461032666,194,1,349,1,3,4,314,about to sleep
29461175970,491,1,49,1,2,1,211,hibernating
29461272504,357,2,438,2,3,4,324,about to sleep
29461315860,357,7,339,3,3,4,334,need attention
29461357970,50,14,878,4,5,5,545,champions
29461455984,771,4,174,3,1,3,133,at risk
29461542264,403,1,229,1,2,3,213,hibernating
29461555848,432,3,866,2,2,5,225,hibernating
29461569954,629,1,69,1,2,2,212,hibernating
29461645938,78,1,99,1,5,2,512,new customers
29461745768,48,2,618,2,5,4,524,potential loyalists
29462257696,495,1,49,1,2,1,211,hibernating
29462951042,804,1,69,1,1,2,112,hibernating
29463031144,492,1,229,1,2,3,213,hibernating
29463268128,853,1,35,1,1,1,111,hibernating
29463748984,108,3,157,2,4,3,423,potential loyalists
29464004974,861,1,70,1,1,2,112,hibernating
29464038070,320,4,237,3,3,3,333,need attention
29464396068,483,2,348,2,2,4,224,hibernating
29465526632,309,3,143,2,3,3,323,about to sleep
29465839684,278,1,59,1,3,2,312,about to sleep
29465860602,14,3,167,2,5,3,523,potential loyalists
29465866442,467,1,49,1,2,1,211,hibernating
29465951642,202,2,229,2,3,3,323,about to sleep
29465954700,203,1,99,1,3,2,312,about to sleep
29465966998,127,5,227,3,4,3,433,potential loyalists
29468468230,313,3,1213,2,3,5,325,about to sleep
29469333218,404,1,99,1,2,2,212,hibernating
29469543822,309,4,756,3,3,4,334,need attention
29470494502,802,1,229,1,1,3,113,hibernating
29471322304,147,4,1097,3,4,5,435,potential loyalists
29472209164,862,1,130,1,1,3,113,hibernating
29472584608,830,1,139,1,1,3,113,hibernating
29473200524,67,1,99,1,5,2,512,new customers
29474614006,455,1,49,1,2,1,211,hibernating
29475559924,547,1,49,1,2,1,211,hibernating
29475631170,708,1,279,1,2,3,213,hibernating
29475891662,600,1,99,1,2,2,212,hibernating
29476311830,771,2,104,2,1,2,122,hibernating
29476701562,853,1,279,1,1,3,113,hibernating
29477479878,33,23,6450,5,5,5,555,champions
29477867654,593,1,49,1,2,1,211,hibernating
29479118280,85,1,99,1,5,2,512,new customers
29479809800,176,3,167,2,4,3,423,potential loyalists
29480573760,806,1,99,1,1,2,112,hibernating
29480906908,85,3,886,2,5,5,525,potential loyalists
29480938998,453,1,299,1,2,3,213,hibernating
29481401180,35,4,236,3,5,3,533,potential loyalists
29481526120,215,7,373,3,3,4,334,need attention
29481722428,11,2,418,2,5,4,524,potential loyalists
29482334610,638,1,99,1,2,2,212,hibernating
29482647688,854,1,279,1,1,3,113,hibernating
29482654188,459,1,49,1,2,1,211,hibernating
29484347336,470,1,49,1,2,1,211,hibernating
29487372066,707,2,70,2,2,2,222,hibernating
29488516958,834,1,99,1,1,2,112,hibernating
29493918728,34,14,4464,4,5,5,545,champions
29494733240,484,4,874,3,2,5,235,at risk
29494988112,684,1,199,1,2,3,213,hibernating
29495020574,288,7,4385,3,3,5,335,need attention
29495147778,407,1,49,1,2,1,211,hibernating
29495346292,76,1,99,1,5,2,512,new customers
29495357504,267,4,1707,3,3,5,335,need attention
29495465052,246,2,198,2,3,3,323,about to sleep
29495724860,861,1,130,1,1,3,113,hibernating
29495807902,816,3,539,2,1,4,124,hibernating
29495875360,659,1,229,1,2,3,213,hibernating
29495917698,14,31,2339,5,5,5,555,champions
29496040850,623,1,99,1,2,2,212,hibernating
29496231072,726,1,35,1,2,1,211,hibernating
29496710830,694,1,229,1,2,3,213,hibernating
29496765308,664,1,49,1,2,1,211,hibernating
29497163752,64,1,259,1,5,3,513,new customers
29497271818,663,1,279,1,2,3,213,hibernating
29497713540,19,6,1744,3,5,5,535,potential loyalists
29497848362,180,2,998,2,4,5,425,potential loyalists
29497894080,189,4,192,3,3,3,333,need attention
29498192362,655,3,499,2,2,4,224,hibernating
29498230142,760,1,35,1,1,1,111,hibernating
29498255864,21,6,364,3,5,4,534,potential loyalists
29498272424,337,3,157,2,3,3,323,about to sleep
29498380040,77,1,99,1,5,2,512,new customers
29498565794,223,4,936,3,3,5,335,need attention
29498686856,71,1,239,1,5,3,513,new customers
29498710228,860,1,130,1,1,3,113,hibernating
29499073210,837,1,35,1,1,1,111,hibernating
29499118278,208,2,128,2,3,3,323,about to sleep
29499506578,383,1,429,1,2,4,214,hibernating
29499543662,629,5,1195,3,2,5,235,at risk
29499633606,859,1,200,1,1,3,113,hibernating
29499657360,456,6,266,3,2,3,233,at risk
29500301636,267,1,279,1,3,3,313,about to sleep
29500926516,175,1,59,1,4,2,412,promising
29501170542,237,1,559,1,3,4,314,about to sleep
29501397222,860,1,130,1,1,3,113,hibernating
29501550324,595,4,2118,3,2,5,235,at risk
29501671330,846,1,130,1,1,3,113,hibernating
29501799086,293,2,458,2,3,4,324,about to sleep
29502018228,188,1,99,1,3,2,312,about to sleep
29502322138,307,2,687,2,3,4,324,about to sleep
29502481220,22,2,607,2,5,4,524,potential loyalists
29502504844,350,1,59,1,3,2,312,about to sleep
29502984678,694,1,49,1,2,1,211,hibernating
29503256496,473,2,98,2,2,2,222,hibernating
29503453122,125,9,2927,4,4,5,445,loyal customers
29503519428,852,1,35,1,1,1,111,hibernating
29504026940,775,1,69,1,1,2,112,hibernating
29504180048,532,1,49,1,2,1,211,hibernating
29504283706,175,2,478,2,4,4,424,potential loyalists
29504937014,258,1,59,1,3,2,312,about to sleep
29505032046,677,1,399,1,2,4,214,hibernating
29505175486,566,1,529,1,2,4,214,hibernating
29505484408,679,1,49,1,2,1,211,hibernating
29505518614,575,1,49,1,2,1,211,hibernating
29505518688,204,2,168,2,3,3,323,about to sleep
29505639278,859,1,130,1,1,3,113,hibernating
29505749164,397,1,199,1,2,3,213,hibernating
29505935344,46,2,118,2,5,3,523,potential loyalists
29506144674,166,1,239,1,4,3,413,promising
29506375050,769,1,279,1,1,3,113,hibernating
29509086094,180,2,758,2,4,4,424,potential loyalists
29509683344,60,1,59,1,5,2,512,new customers
29510139540,502,1,269,1,2,3,213,hibernating
29510642986,526,3,147,2,2,3,223,hibernating
29511909248,77,1,99,1,5,2,512,new customers
29513599142,442,3,597,2,2,4,224,hibernating
29514291596,466,3,398,2,2,4,224,hibernating
29514338402,474,1,99,1,2,2,212,hibernating
29516025482,778,2,528,2,1,4,124,hibernating
29516827522,699,1,49,1,2,1,211,hibernating
29518189364,200,21,1037,5,3,5,355,loyal customers
29518954824,92,2,558,2,4,4,424,potential loyalists
29519099950,538,1,49,1,2,1,211,hibernating
29519716950,109,3,177,2,4,3,423,potential loyalists
29520003896,286,4,1636,3,3,5,335,need attention
29520548258,64,3,767,2,5,4,524,potential loyalists
29521139184,689,1,229,1,2,3,213,hibernating
29522514016,803,1,69,1,1,2,112,hibernating
29522611206,208,2,118,2,3,3,323,about to sleep
29523101232,190,5,955,3,3,5,335,need attention
29523234138,102,4,1186,3,4,5,435,potential loyalists
29523709720,98,2,338,2,4,4,424,potential loyalists
29523742606,229,6,310,3,3,4,334,need attention
29524524462,656,1,199,1,2,3,213,hibernating
29526448448,270,1,99,1,3,2,312,about to sleep
29527667012,57,1,59,1,5,2,512,new customers
29529397622,272,2,918,2,3,5,325,about to sleep
29530073940,858,1,70,1,1,2,112,hibernating
29531115340,75,3,508,2,5,4,524,potential loyalists
29533598000,14,3,1067,2,5,5,525,potential loyalists
29533620624,559,1,49,1,2,1,211,hibernating
29533715042,562,1,69,1,2,2,212,hibernating
29534218262,687,1,349,1,2,4,214,hibernating
29534535430,466,1,49,1,2,1,211,hibernating
29534937472,578,1,49,1,2,1,211,hibernating
29535112694,652,3,119,2,2,3,223,hibernating
29535206574,88,2,478,2,5,4,524,potential loyalists
29535305538,105,1,349,1,4,4,414,promising
29535445252,189,2,408,2,3,4,324,about to sleep
29535448086,126,1,1029,1,4,5,415,promising
29535786162,797,1,69,1,1,2,112,hibernating
29536027520,190,1,239,1,3,3,313,about to sleep
29536254858,193,2,108,2,3,2,322,about to sleep
29536500964,855,1,70,1,1,2,112,hibernating
29536744368,858,1,130,1,1,3,113,hibernating
29536857144,400,1,229,1,2,3,213,hibernating
29537252080,806,1,35,1,1,1,111,hibernating
29537416756,294,1,239,1,3,3,313,about to sleep
29537424972,263,2,288,2,3,3,323,about to sleep
29537442194,235,1,99,1,3,2,312,about to sleep
29537852644,46,3,207,2,5,3,523,potential loyalists
29538708612,75,4,446,3,5,4,534,potential loyalists
29538858118,62,1,99,1,5,2,512,new customers
29539422528,180,1,59,1,4,2,412,promising
29539773124,121,2,478,2,4,4,424,potential loyalists
29540196148,186,2,108,2,3,2,322,about to sleep
29540434130,635,1,269,1,2,3,213,hibernating
29540440688,371,3,133,2,2,3,223,hibernating
29540508584,117,1,359,1,4,4,414,promising
29540509290,250,2,217,2,3,3,323,about to sleep
29540541750,407,3,697,2,2,4,224,hibernating
29540657954,658,1,49,1,2,1,211,hibernating
29540783570,71,1,99,1,5,2,512,new customers
29541026538,728,1,199,1,2,3,213,hibernating
29542190622,572,1,49,1,2,1,211,hibernating
29544001954,48,10,2591,4,5,5,545,champions
29544610096,644,1,49,1,2,1,211,hibernating
29545797576,108,10,540,4,4,4,444,loyal customers
29546252652,124,2,118,2,4,3,423,potential loyalists
29547018712,88,4,1476,3,5,5,535,potential loyalists
29547526592,687,1,35,1,2,1,211,hibernating
29549242200,259,1,99,1,3,2,312,about to sleep
29549252424,434,2,628,2,2,4,224,hibernating
29549630982,778,1,69,1,1,2,112,hibernating
29550331106,274,1,59,1,3,2,312,about to sleep
29551246406,285,5,227,3,3,3,333,need attention
29551731300,19,9,1656,4,5,5,545,champions
29551891162,636,1,99,1,2,2,212,hibernating
29552758724,546,1,49,1,2,1,211,hibernating
29553573134,357,3,677,2,3,4,324,about to sleep
29553577216,469,1,99,1,2,2,212,hibernating
29553811468,308,1,239,1,3,3,313,about to sleep
29554336020,473,8,364,4,2,4,244,at risk
29554424742,29,15,1435,4,5,5,545,champions
29555581894,127,2,379,2,4,4,424,potential loyalists
29556266538,666,1,279,1,2,3,213,hibernating
29556672144,720,1,229,1,2,3,213,hibernating
29557496948,211,8,1572,4,3,5,345,loyal customers
29557617818,855,1,130,1,1,3,113,hibernating
29558298000,358,3,647,2,3,4,324,about to sleep
29558819406,78,1,659,1,5,4,514,new customers
29559026412,637,1,99,1,2,2,212,hibernating
29561190382,440,1,49,1,2,1,211,hibernating
29561528334,152,2,508,2,4,4,424,potential loyalists
29562159802,845,1,99,1,1,2,112,hibernating
29566129440,258,1,99,1,3,2,312,about to sleep
29566414188,90,1,359,1,5,4,514,new customers
29566802382,459,1,99,1,2,2,212,hibernating
29568570702,789,1,199,1,1,3,113,hibernating
29571097840,250,1,99,1,3,2,312,about to sleep
29573472198,456,2,84,2,2,2,222,hibernating
29574005852,63,3,177,2,5,3,523,potential loyalists
29574236890,634,1,69,1,2,2,212,hibernating
29574258460,517,3,398,2,2,4,224,hibernating
29574264552,609,1,199,1,2,3,213,hibernating
29574380988,127,5,541,3,4,4,434,potential loyalists
29574395256,182,3,997,2,3,5,325,about to sleep
29574441996,715,1,69,1,2,2,212,hibernating
29574926364,125,1,488,1,4,4,414,promising
29575839278,600,2,528,2,2,4,224,hibernating
29575925244,323,3,567,2,3,4,324,about to sleep
29576414806,368,1,98,1,2,2,212,hibernating
29576600116,89,3,167,2,5,3,523,potential loyalists
29576882682,119,5,654,3,4,4,434,potential loyalists
29577081816,846,1,150,1,1,3,113,hibernating
29577344566,589,1,279,1,2,3,213,hibernating
29577863608,854,1,275,1,1,3,113,hibernating
29578118744,242,1,99,1,3,2,312,about to sleep
29578673144,854,1,70,1,1,2,112,hibernating
29578851012,250,1,99,1,3,2,312,about to sleep
29579068478,476,5,245,3,2,3,233,at risk
29579141858,50,1,309,1,5,4,514,new customers
29579261114,62,6,2090,3,5,5,535,potential loyalists
29579266930,209,1,1265,1,3,5,315,about to sleep
29579422334,225,9,3471,4,3,5,345,loyal customers
29579757828,792,2,70,2,1,2,122,hibernating
29580037238,853,1,130,1,1,3,113,hibernating
29580083200,659,1,279,1,2,3,213,hibernating
29580192496,264,1,59,1,3,2,312,about to sleep
29580458410,237,1,378,1,3,4,314,about to sleep
29580987542,254,2,647,2,3,4,324,about to sleep
29581556154,111,5,2064,3,4,5,435,potential loyalists
29582778928,496,1,99,1,2,2,212,hibernating
29582952494,284,1,99,1,3,2,312,about to sleep
29582997334,432,1,229,1,2,3,213,hibernating
29583046940,810,1,109,1,1,3,113,hibernating
29583258744,86,1,59,1,5,2,512,new customers
29583358908,778,1,737,1,1,4,114,hibernating
29583364228,97,4,396,3,4,4,434,potential loyalists
29583398680,599,1,199,1,2,3,213,hibernating
29583413484,187,1,99,1,3,2,312,about to sleep
29583453188,851,1,349,1,1,4,114,hibernating
29585317380,852,2,200,2,1,3,123,hibernating
29585334586,648,1,49,1,2,1,211,hibernating
29585505896,497,1,49,1,2,1,211,hibernating
29585629736,109,12,950,4,4,5,445,loyal customers
29585639356,650,1,349,1,2,4,214,hibernating
29585675454,337,2,369,2,3,4,324,about to sleep
29585811188,384,2,1318,2,2,5,225,hibernating
29585837344,481,1,69,1,2,2,212,hibernating
29585930486,287,4,1186,3,3,5,335,need attention
29585969298,832,1,299,1,1,3,113,hibernating
29586066876,105,3,767,2,4,4,424,potential loyalists
29586451754,785,1,69,1,1,2,112,hibernating
29586526276,174,1,59,1,4,2,412,promising
29586538202,127,2,468,2,4,4,424,potential loyalists
29586558178,371,3,119,2,2,3,223,hibernating
29586571350,852,1,130,1,1,3,113,hibernating
29586825880,166,1,349,1,4,4,414,promising
29587498482,435,2,84,2,2,2,222,hibernating
29587655096,217,2,108,2,3,2,322,about to sleep
29587814432,453,1,49,1,2,1,211,hibernating
29587900522,119,5,1375,3,4,5,435,potential loyalists
29589396958,839,2,1688,2,1,5,125,hibernating
29590370916,642,1,99,1,2,2,212,hibernating
29592078954,784,1,279,1,1,3,113,hibernating
29592807706,36,4,888,3,5,5,535,potential loyalists
29593123688,852,1,130,1,1,3,113,hibernating
29593164100,48,20,3519,5,5,5,555,champions
29593432170,187,1,59,1,3,2,312,about to sleep
29593814042,852,1,275,1,1,3,113,hibernating
29593991454,568,2,1758,2,2,5,225,hibernating
29594253594,186,3,758,2,3,4,324,about to sleep
29594411984,210,1,309,1,3,4,314,about to sleep
29594612038,538,1,99,1,2,2,212,hibernating
29594923238,180,4,276,3,4,3,433,potential loyalists
29595434524,816,1,409,1,1,4,114,hibernating
29595860728,188,3,1265,2,3,5,325,about to sleep
29596171944,203,4,736,3,3,4,334,need attention
29596838342,431,1,99,1,2,2,212,hibernating
29597569406,551,3,1068,2,2,5,225,hibernating
29599231974,847,1,35,1,1,1,111,hibernating
29600367614,851,1,279,1,1,3,113,hibernating
29601312692,489,7,2729,3,2,5,235,at risk
29601338800,515,1,597,1,2,4,214,hibernating
29603343426,141,3,177,2,4,3,423,potential loyalists
29604873418,827,1,35,1,1,1,111,hibernating
29605703346,244,1,99,1,3,2,312,about to sleep
29606300600,852,1,275,1,1,3,113,hibernating
29607157776,286,1,309,1,3,4,314,about to sleep
29607198450,844,1,250,1,1,3,113,hibernating
29607916980,91,1,309,1,4,4,414,promising
29609418530,470,1,99,1,2,2,212,hibernating
29615449572,461,2,98,2,2,2,222,hibernating
29618684722,159,1,59,1,4,2,412,promising
29619499186,50,7,369,3,5,4,534,potential loyalists
29619506070,740,1,279,1,1,3,113,hibernating
29619826574,481,1,99,1,2,2,212,hibernating
29619928092,70,1,59,1,5,2,512,new customers
29620074284,848,1,130,1,1,3,113,hibernating
29620289926,221,1,99,1,3,2,312,about to sleep
29620749270,418,1,49,1,2,1,211,hibernating
29620888090,484,2,348,2,2,4,224,hibernating
29621169322,70,4,567,3,5,4,534,potential loyalists
29621415446,5,21,1545,5,5,5,555,champions
29621418684,60,11,829,4,5,5,545,champions
29621701648,224,5,1524,3,3,5,335,need attention
29621851608,623,1,99,1,2,2,212,hibernating
29622174186,634,1,99,1,2,2,212,hibernating
29622910482,127,3,1097,2,4,5,425,potential loyalists
29623463434,841,1,35,1,1,1,111,hibernating
29623499330,575,3,269,2,2,3,223,hibernating
29624457938,157,2,438,2,4,4,424,potential loyalists
29625067384,204,1,59,1,3,2,312,about to sleep
29625263322,68,2,118,2,5,3,523,potential loyalists
29625474724,293,1,59,1,3,2,312,about to sleep
29625681448,447,1,99,1,2,2,212,hibernating
29626051606,647,1,49,1,2,1,211,hibernating
29626089726,455,2,819,2,2,5,225,hibernating
29626124154,467,1,229,1,2,3,213,hibernating
29627031430,149,4,226,3,4,3,433,potential loyalists
29627278960,69,1,59,1,5,2,512,new customers
29627766910,403,3,143,2,2,3,223,hibernating
29629168118,113,3,627,2,4,4,424,potential loyalists
29631770214,843,1,279,1,1,3,113,hibernating
29632365030,203,1,239,1,3,3,313,about to sleep
29633153878,848,1,70,1,1,2,112,hibernating
29634213172,644,1,99,1,2,2,212,hibernating
29635107210,64,1,99,1,5,2,512,new customers
29635656122,316,3,743,2,3,4,324,about to sleep
29635757746,211,1,59,1,3,2,312,about to sleep
29637178088,847,1,35,1,1,1,111,hibernating
29639621970,622,1,98,1,2,2,212,hibernating
29641045722,848,1,130,1,1,3,113,hibernating
29641771150,617,1,49,1,2,1,211,hibernating
29641780454,230,1,279,1,3,3,313,about to sleep
29641891540,567,2,298,2,2,3,223,hibernating
29643672548,48,13,757,4,5,4,544,champions
29643694762,378,3,497,2,2,4,224,hibernating
29646329102,313,2,986,2,3,5,325,about to sleep
29646490428,97,2,158,2,4,3,423,potential loyalists
29646850102,315,1,279,1,3,3,313,about to sleep
29647078156,249,3,177,2,3,3,323,about to sleep
29648530708,750,1,279,1,1,3,113,hibernating
29648706686,677,1,69,1,2,2,212,hibernating
29648870694,211,1,349,1,3,4,314,about to sleep
29649480016,631,1,99,1,2,2,212,hibernating
29650195118,677,1,49,1,2,1,211,hibernating
29650453740,532,1,69,1,2,2,212,hibernating
29651974902,543,3,147,2,2,3,223,hibernating
29654996508,553,6,238,3,2,3,233,at risk
29655276846,41,1,99,1,5,2,512,new customers
29655302238,847,1,35,1,1,1,111,hibernating
29660539156,47,1,118,1,5,3,513,new customers
29661569400,201,2,2456,2,3,5,325,about to sleep
29662855638,622,1,99,1,2,2,212,hibernating
29663118976,265,1,259,1,3,3,313,about to sleep
29663271360,462,2,98,2,2,2,222,hibernating
29664114336,588,1,49,1,2,1,211,hibernating
29664460482,209,9,2652,4,3,5,345,loyal customers
29664588364,708,3,299,2,2,3,223,hibernating
29665003324,33,2,598,2,5,4,524,potential loyalists
29665064622,806,1,279,1,1,3,113,hibernating
29665157124,67,5,1165,3,5,5,535,potential loyalists
29665462550,846,1,130,1,1,3,113,hibernating
29665577954,476,1,279,1,2,3,213,hibernating
29665652130,106,5,261,3,4,3,433,potential loyalists
29665703186,620,1,99,1,2,2,212,hibernating
29665901356,847,1,35,1,1,1,111,hibernating
29666049178,715,3,938,2,2,5,225,hibernating
29666317206,109,4,1234,3,4,5,435,potential loyalists
29666795554,763,1,35,1,1,1,111,hibernating
29666884946,316,2,468,2,3,4,324,about to sleep
29666938784,847,1,130,1,1,3,113,hibernating
29667020810,582,2,84,2,2,2,222,hibernating
29667022036,847,3,295,2,1,3,123,hibernating
29667391878,833,2,558,2,1,4,124,hibernating
29667662310,316,1,279,1,3,3,313,about to sleep
29667681096,603,1,199,1,2,3,213,hibernating
29667761056,448,1,199,1,2,3,213,hibernating
29667938990,250,1,309,1,3,4,314,about to sleep
29667945552,487,8,357,4,2,4,244,at risk
29668557114,337,1,59,1,3,2,312,about to sleep
29669406896,580,1,299,1,2,3,213,hibernating
29669586896,847,1,35,1,1,1,111,hibernating
29669646394,68,1,99,1,5,2,512,new customers
29669974230,39,2,430,2,5,4,524,potential loyalists
29670114136,656,1,279,1,2,3,213,hibernating
29670208680,470,2,380,2,2,4,224,hibernating
29670298552,55,9,1500,4,5,5,545,champions
29670352562,476,1,99,1,2,2,212,hibernating
29670514848,435,3,907,2,2,5,225,hibernating
29670773696,102,1,99,1,4,2,412,promising
29671027718,71,1,99,1,5,2,512,new customers
29671143864,83,8,2472,4,5,5,545,champions
29671515232,259,1,99,1,3,2,312,about to sleep
29671637854,827,1,250,1,1,3,113,hibernating
29672922664,636,1,99,1,2,2,212,hibernating
29673100596,71,1,99,1,5,2,512,new customers
29673163364,721,1,199,1,2,3,213,hibernating
29673350560,483,1,279,1,2,3,213,hibernating
29673440204,631,1,49,1,2,1,211,hibernating
29673840314,117,3,1917,2,4,5,425,potential loyalists
29674218488,235,1,239,1,3,3,313,about to sleep
29674323644,846,1,130,1,1,3,113,hibernating
29674563748,505,1,199,1,2,3,213,hibernating
29674680438,433,1,49,1,2,1,211,hibernating
29674754694,846,1,509,1,1,4,114,hibernating
29674916438,532,3,349,2,2,4,224,hibernating
29674941190,272,1,59,1,3,2,312,about to sleep
29675085248,846,1,659,1,1,4,114,hibernating
29675209432,40,2,430,2,5,4,524,potential loyalists
29675344454,466,1,229,1,2,3,213,hibernating
29675640084,846,1,269,1,1,3,113,hibernating
29675801156,844,1,130,1,1,3,113,hibernating
29675834938,56,4,202,3,5,3,533,potential loyalists
29675926368,321,2,878,2,3,5,325,about to sleep
29676226520,652,2,84,2,2,2,222,hibernating
29676289966,467,2,98,2,2,2,222,hibernating
29676309248,195,1,309,1,3,4,314,about to sleep
29676447268,41,1,99,1,5,2,512,new customers
29676449178,421,1,279,1,2,3,213,hibernating
29676481756,503,1,49,1,2,1,211,hibernating
29676893088,109,1,239,1,4,3,413,promising
29676984178,490,4,707,3,2,4,234,at risk
29677167598,42,1,59,1,5,2,512,new customers
29677792860,687,1,349,1,2,4,214,hibernating
29677896032,613,2,84,2,2,2,222,hibernating
29678439952,715,3,105,2,2,2,222,hibernating
29678701798,841,1,70,1,1,2,112,hibernating
29679181296,727,1,69,1,2,2,212,hibernating
29679216880,40,12,3216,4,5,5,545,champions
29679242620,644,1,69,1,2,2,212,hibernating
29679580464,57,3,1726,2,5,5,525,potential loyalists
29679963368,489,1,69,1,2,2,212,hibernating
29679984576,525,1,279,1,2,3,213,hibernating
29682571856,28,3,537,2,5,4,524,potential loyalists
29684439164,70,4,976,3,5,5,535,potential loyalists
29684767648,491,3,133,2,2,3,223,hibernating
29685085146,29,1,59,1,5,2,512,new customers
29685162796,844,1,130,1,1,3,113,hibernating
29685226080,641,1,99,1,2,2,212,hibernating
29686822400,796,1,494,1,1,4,114,hibernating
29686965574,845,1,279,1,1,3,113,hibernating
29688054756,776,1,275,1,1,3,113,hibernating
29689219994,630,1,49,1,2,1,211,hibernating
29689515732,120,6,1435,3,4,5,435,potential loyalists
29689754414,643,1,99,1,2,2,212,hibernating
29692302266,18,36,4213,5,5,5,555,champions
29692654064,47,2,118,2,5,3,523,potential loyalists
29693401720,158,1,118,1,4,3,413,promising
29693903732,265,1,59,1,3,2,312,about to sleep
29693905284,309,4,1885,3,3,5,335,need attention
29693953802,601,1,99,1,2,2,212,hibernating
29695301888,148,4,1855,3,4,5,435,potential loyalists
29696097256,481,2,1167,2,2,5,225,hibernating
29697302038,67,10,2041,4,5,5,545,champions
29697928470,679,1,279,1,2,3,213,hibernating
29698107450,359,9,1161,4,3,5,345,loyal customers
29698476152,92,6,1704,3,4,5,435,potential loyalists
29701032558,748,2,598,2,1,4,124,hibernating
29702353846,635,1,349,1,2,4,214,hibernating
29707266846,571,1,558,1,2,4,214,hibernating
29711384398,107,5,1684,3,4,5,435,potential loyalists
29711483026,685,1,69,1,2,2,212,hibernating
29711899912,841,1,70,1,1,2,112,hibernating
29712062016,200,3,233,2,3,3,323,about to sleep
29713374594,425,2,169,2,2,3,223,hibernating
29713580708,127,2,108,2,4,2,422,potential loyalists
29713598814,844,1,70,1,1,2,112,hibernating
29713607090,841,1,349,1,1,4,114,hibernating
29713615492,637,1,99,1,2,2,212,hibernating
29713687200,664,3,119,2,2,3,223,hibernating
29713700842,27,8,3329,4,5,5,545,champions
29713828508,841,1,130,1,1,3,113,hibernating
29713833322,194,1,259,1,3,3,313,about to sleep
29713872990,844,1,70,1,1,2,112,hibernating
29714167910,831,1,99,1,1,2,112,hibernating
29714261608,328,1,279,1,3,3,313,about to sleep
29714361450,348,11,609,4,3,4,344,loyal customers
29714642938,67,4,706,3,5,4,534,potential loyalists
29714747974,356,1,239,1,3,3,313,about to sleep
29715241304,546,4,182,3,2,3,233,at risk
29715346078,636,1,49,1,2,1,211,hibernating
29715778882,841,1,130,1,1,3,113,hibernating
29716925790,225,2,558,2,3,4,324,about to sleep
29717154846,190,1,59,1,3,2,312,about to sleep
29717879610,230,1,99,1,3,2,312,about to sleep
29718333670,475,1,99,1,2,2,212,hibernating
29718506816,256,1,99,1,3,2,312,about to sleep
29718626226,420,1,49,1,2,1,211,hibernating
29718767222,166,2,169,2,4,3,423,potential loyalists
29718964484,78,16,1584,5,5,5,555,champions
29718969182,250,1,59,1,3,2,312,about to sleep
29719185864,195,3,177,2,3,3,323,about to sleep
29720181400,841,1,70,1,1,2,112,hibernating
29720275942,617,1,99,1,2,2,212,hibernating
29720486750,248,1,279,1,3,3,313,about to sleep
29720897334,196,2,498,2,3,4,324,about to sleep
29721715036,802,1,69,1,1,2,112,hibernating
29724006494,99,1,59,1,4,2,412,promising
29724117350,342,2,789,2,3,5,325,about to sleep
29724120562,421,1,349,1,2,4,214,hibernating
29724150692,132,3,657,2,4,4,424,potential loyalists
29724734290,638,1,49,1,2,1,211,hibernating
29725651744,40,3,1135,2,5,5,525,potential loyalists
29726397188,841,1,130,1,1,3,113,hibernating
29726640768,83,2,628,2,5,4,524,potential loyalists
29726791386,670,1,409,1,2,4,214,hibernating
29727205916,174,1,59,1,4,2,412,promising
29727298888,406,14,6305,4,2,5,245,at risk
29728240134,123,2,118,2,4,3,423,potential loyalists
29728408502,841,1,275,1,1,3,113,hibernating
29728866122,36,7,2342,3,5,5,535,potential loyalists
29728999990,13,6,1913,3,5,5,535,potential loyalists
29729312572,826,1,130,1,1,3,113,hibernating
29729818874,34,1,99,1,5,2,512,new customers
29730083402,825,1,279,1,1,3,113,hibernating
29730645430,60,1,99,1,5,2,512,new customers
29730771342,364,7,2164,3,3,5,335,need attention
29730794324,243,4,236,3,3,3,333,need attention
29730853346,225,1,59,1,3,2,312,about to sleep
