EM_ID,Recency,Frequency,Monetary,F,R,M,RFM Score,Segment
2290679566,733,2,558,2,1,4,124,hibernating
2290718718,824,1,70,1,1,2,112,hibernating
2290741878,1000,1,424,1,1,4,114,hibernating
2290800360,829,12,3410,4,1,5,145,at risk
2291160328,1089,1,405,1,1,4,114,hibernating
2291170868,813,2,70,2,1,2,122,hibernating
2291175568,251,2,468,2,3,4,324,about to sleep
2291177814,834,1,199,1,1,3,113,hibernating
2291247288,89,10,3629,4,5,5,545,champions
2291310024,57,1,59,1,5,2,512,new customers
2291326466,379,6,6283,3,2,5,235,at risk
2291335146,839,1,229,1,1,3,113,hibernating
2291411424,21,5,1881,3,5,5,535,potential loyalists
2291459714,74,7,2233,3,5,5,535,potential loyalists
2291480420,27,1,138,1,5,3,513,new customers
2291576684,1079,1,195,1,1,3,113,hibernating
2291650736,284,2,614,2,3,4,324,about to sleep
2291791470,161,8,2374,4,4,5,445,loyal customers
2291923040,603,1,279,1,2,3,213,hibernating
2291959466,36,9,479,4,5,4,544,champions
2292032712,225,6,3043,3,3,5,335,need attention
2292114964,113,4,1466,3,4,5,435,potential loyalists
2292316082,344,3,727,2,3,4,324,about to sleep
2292351110,553,2,278,2,2,3,223,hibernating
2292547966,572,2,528,2,2,4,224,hibernating
2292599684,183,14,4241,4,3,5,345,loyal customers
2292666468,308,2,419,2,3,4,324,about to sleep
2292755366,279,3,767,2,3,4,324,about to sleep
2292773610,288,3,637,2,3,4,324,about to sleep
2292810038,544,2,394,2,2,4,224,hibernating
2292860894,705,1,279,1,2,3,213,hibernating
2292894886,685,1,99,1,2,2,212,hibernating
2293090946,418,2,458,2,2,4,224,hibernating
2293202520,867,1,35,1,1,1,111,hibernating
2293365300,525,2,84,2,2,2,222,hibernating
2293404194,344,4,1116,3,3,5,335,need attention
2293436468,124,12,620,4,4,4,444,loyal customers
2293695452,440,1,349,1,2,4,214,hibernating
2293736044,41,9,2071,4,5,5,545,champions
2293802806,77,4,1342,3,5,5,535,potential loyalists
2293937018,63,1,99,1,5,2,512,new customers
2294098572,272,1,59,1,3,2,312,about to sleep
2294104546,158,2,478,2,4,4,424,potential loyalists
2294138818,91,3,857,2,4,5,425,potential loyalists
2294513858,645,1,279,1,2,3,213,hibernating
2294515784,293,4,1496,3,3,5,335,need attention
2294518702,295,1,279,1,3,3,313,about to sleep
2294612742,35,2,558,2,5,4,524,potential loyalists
2294882938,67,7,2213,3,5,5,535,potential loyalists
2295140716,209,6,1850,3,3,5,335,need attention
2295166296,110,7,1603,3,4,5,435,potential loyalists
2295179986,160,3,717,2,4,4,424,potential loyalists
2295249670,1051,1,580,1,1,4,114,hibernating
2295547348,54,5,627,3,5,4,534,potential loyalists
2295563806,35,1,538,1,5,4,514,new customers
2295589680,77,2,628,2,5,4,524,potential loyalists
2295852270,343,2,558,2,3,4,324,about to sleep
2295877696,473,2,508,2,2,4,224,hibernating
2295916942,151,9,2007,4,4,5,445,loyal customers
2295977370,13,2,288,2,5,3,523,potential loyalists
2296225880,55,1,239,1,5,3,513,new customers
2296385800,97,2,717,2,4,4,424,potential loyalists
2296516434,349,3,773,2,3,4,324,about to sleep
2296516822,323,4,906,3,3,5,335,need attention
2296596498,104,1,59,1,4,2,412,promising
2296706530,929,2,454,2,1,4,124,hibernating
2296736618,119,4,1217,3,4,5,435,potential loyalists
2296887136,714,1,35,1,2,1,211,hibernating
2296900450,229,3,1647,2,3,5,325,about to sleep
2296975328,568,6,1973,3,2,5,235,at risk
2296999002,356,2,534,2,3,4,324,about to sleep
2297147796,259,3,907,2,3,5,325,about to sleep
2297566146,82,18,1634,5,5,5,555,champions
2297566564,265,2,508,2,3,4,324,about to sleep
2297668750,698,1,199,1,2,3,213,hibernating
2297719158,117,2,338,2,4,4,424,potential loyalists
2297766834,908,1,349,1,1,4,114,hibernating
2297905816,232,2,758,2,3,4,324,about to sleep
2298129204,34,1,239,1,5,3,513,new customers
2298217128,483,1,345,1,2,4,214,hibernating
2298229444,351,2,628,2,3,4,324,about to sleep
2298389594,993,1,670,1,1,4,114,hibernating
2298431036,840,5,1474,3,1,5,135,at risk
2298685290,190,4,1365,3,3,5,335,need attention
2298773986,64,17,3909,5,5,5,555,champions
2298822182,973,1,274,1,1,3,113,hibernating
2298994526,718,2,1198,2,2,5,225,hibernating
2299448836,561,4,168,3,2,3,233,at risk
2299471918,1065,1,275,1,1,3,113,hibernating
2299489266,344,1,309,1,3,4,314,about to sleep
2299622060,687,1,99,1,2,2,212,hibernating
2299650580,203,4,1406,3,3,5,335,need attention
2299662018,204,1,309,1,3,4,314,about to sleep
2299807166,118,3,757,2,4,4,424,potential loyalists
2299914234,713,1,578,1,2,4,214,hibernating
2299942050,78,1,239,1,5,3,513,new customers
2300020316,494,1,49,1,2,1,211,hibernating
2300099996,134,5,1715,3,4,5,435,potential loyalists
2300348808,14,7,3012,3,5,5,535,potential loyalists
2300395588,587,1,99,1,2,2,212,hibernating
2300397392,729,1,349,1,2,4,214,hibernating
2300432326,502,3,623,2,2,4,224,hibernating
2300536640,223,8,394,4,3,4,344,loyal customers
2300835560,54,2,746,2,5,4,524,potential loyalists
2301040000,40,6,260,3,5,3,533,potential loyalists
2301125030,260,2,1318,2,3,5,325,about to sleep
2301139084,204,1,59,1,3,2,312,about to sleep
2301359084,323,1,239,1,3,3,313,about to sleep
2301404394,239,5,1775,3,3,5,335,need attention
2301839684,153,1,59,1,4,2,412,promising
2302299084,980,1,454,1,1,4,114,hibernating
2302312916,579,1,49,1,2,1,211,hibernating
2302360198,48,6,4452,3,5,5,535,potential loyalists
2302443924,932,1,199,1,1,3,113,hibernating
2302505632,169,4,202,3,4,3,433,potential loyalists
2302512188,903,1,229,1,1,3,113,hibernating
2302513340,560,1,279,1,2,3,213,hibernating
2302553004,342,1,309,1,3,4,314,about to sleep
2302600076,390,20,4900,5,2,5,255,can't loose
2303559406,307,5,1474,3,3,5,335,need attention
2304060710,308,1,378,1,3,4,314,about to sleep
2304351436,208,1,439,1,3,4,314,about to sleep
2304452638,250,1,279,1,3,3,313,about to sleep
2304468840,979,1,279,1,1,3,113,hibernating
2304493116,74,1,239,1,5,3,513,new customers
2304646130,412,2,549,2,2,4,224,hibernating
2304719822,547,1,49,1,2,1,211,hibernating
2304732672,896,3,295,2,1,3,123,hibernating
2304804232,825,1,70,1,1,2,112,hibernating
2304874892,382,1,359,1,2,4,214,hibernating
2304882026,221,10,1370,4,3,5,345,loyal customers
2304972938,686,21,5196,5,2,5,255,can't loose
2305005008,924,1,479,1,1,4,114,hibernating
2305022042,174,3,697,2,4,4,424,potential loyalists
2305274034,39,1,191,1,5,3,513,new customers
2305399390,90,3,2647,2,5,5,525,potential loyalists
2305556300,110,2,908,2,4,5,425,potential loyalists
2305741224,705,2,544,2,2,4,224,hibernating
2305773170,27,15,3607,4,5,5,545,champions
2305821242,1048,1,35,1,1,1,111,hibernating
2305908488,238,8,1632,4,3,5,345,loyal customers
2305912734,47,5,1544,3,5,5,535,potential loyalists
2305962808,438,1,299,1,2,3,213,hibernating
2306020836,106,1,279,1,4,3,413,promising
2306184126,64,24,3925,5,5,5,555,champions
2306189216,943,1,229,1,1,3,113,hibernating
2306254272,358,6,3209,3,3,5,335,need attention
2306333326,806,1,35,1,1,1,111,hibernating
2306487440,153,2,756,2,4,4,424,potential loyalists
2306511478,96,3,143,2,4,3,423,potential loyalists
2306791112,57,1,99,1,5,2,512,new customers
2307156060,85,5,1872,3,5,5,535,potential loyalists
2307417456,92,10,2410,4,4,5,445,loyal customers
2307436842,194,1,239,1,3,3,313,about to sleep
2307492202,308,4,1233,3,3,5,335,need attention
2307594538,168,2,558,2,4,4,424,potential loyalists
2307660494,615,1,558,1,2,4,214,hibernating
2307975822,771,1,35,1,1,1,111,hibernating
2308046082,823,1,70,1,1,2,112,hibernating
2308097716,411,2,558,2,2,4,224,hibernating
2308195170,334,3,977,2,3,5,325,about to sleep
2308199720,11,6,3736,3,5,5,535,potential loyalists
2308471820,958,1,275,1,1,3,113,hibernating
2308504774,396,1,279,1,2,3,213,hibernating
2308540560,123,4,1252,3,4,5,435,potential loyalists
2308680916,931,1,479,1,1,4,114,hibernating
2308706200,1086,1,275,1,1,3,113,hibernating
2308741402,958,1,35,1,1,1,111,hibernating
2308883836,455,1,147,1,2,3,213,hibernating
2309055420,434,2,394,2,2,4,224,hibernating
2309075556,349,1,279,1,3,3,313,about to sleep
2309112084,335,2,558,2,3,4,324,about to sleep
2309190454,680,1,229,1,2,3,213,hibernating
2309271906,432,1,659,1,2,4,214,hibernating
2309302642,776,4,140,3,1,3,133,at risk
2309470486,368,4,1186,3,2,5,235,at risk
2309504008,487,1,349,1,2,4,214,hibernating
2309542568,256,6,262,3,3,3,333,need attention
2310094072,253,7,1959,3,3,5,335,need attention
2310255602,258,1,239,1,3,3,313,about to sleep
2310262758,32,4,1352,3,5,5,535,potential loyalists
2310298770,172,2,308,2,4,4,424,potential loyalists
2310389754,1,10,3948,4,5,5,545,champions
2310459992,480,1,279,1,2,3,213,hibernating
2310474610,679,1,49,1,2,1,211,hibernating
2310602214,152,3,1168,2,4,5,425,potential loyalists
2310612442,646,2,84,2,2,2,222,hibernating
2310648454,126,4,676,3,4,4,434,potential loyalists
2310692232,158,1,448,1,4,4,414,promising
2311096472,267,3,167,2,3,3,323,about to sleep
2311103516,503,1,787,1,2,4,214,hibernating
2311125830,843,1,409,1,1,4,114,hibernating
2311366956,909,1,659,1,1,4,114,hibernating
2311394832,33,3,847,2,5,5,525,potential loyalists
2311473350,297,1,279,1,3,3,313,about to sleep
2311783210,537,1,329,1,2,4,214,hibernating
2311859554,204,9,3803,4,3,5,345,loyal customers
2311882412,315,3,143,2,3,3,323,about to sleep
2311890266,634,1,99,1,2,2,212,hibernating
2311917258,343,1,279,1,3,3,313,about to sleep
2311969282,41,9,501,4,5,4,544,champions
2311996644,775,2,595,2,1,4,124,hibernating
2312017950,246,1,99,1,3,2,312,about to sleep
2312229318,69,1,279,1,5,3,513,new customers
2312287092,729,2,854,2,2,5,225,hibernating
2312387250,838,1,35,1,1,1,111,hibernating
2312503540,739,3,1546,2,1,5,125,hibernating
2312529492,43,11,2256,4,5,5,545,champions
2312727820,580,2,674,2,2,4,224,hibernating
2312777090,110,13,6338,4,4,5,445,loyal customers
2312795410,292,6,2950,3,3,5,335,need attention
2312972112,272,1,239,1,3,3,313,about to sleep
2313115322,19,9,4567,4,5,5,545,champions
2313471172,434,1,49,1,2,1,211,hibernating
2313567136,190,2,448,2,3,4,324,about to sleep
2313624848,76,3,1325,2,5,5,525,potential loyalists
2313926520,281,6,1664,3,3,5,335,need attention
2314109850,105,5,931,3,4,5,435,potential loyalists
2314130032,91,5,1593,3,4,5,435,potential loyalists
2314355494,252,3,317,2,3,4,324,about to sleep
2314397458,53,18,5126,5,5,5,555,champions
2314445622,112,2,468,2,4,4,424,potential loyalists
2314482114,459,1,929,1,2,5,215,hibernating
2314622678,413,2,84,2,2,2,222,hibernating
2314683690,100,2,434,2,4,4,424,potential loyalists
2314712874,407,1,239,1,2,3,213,hibernating
2314827490,104,7,2003,3,4,5,435,potential loyalists
2314842788,348,1,279,1,3,3,313,about to sleep
2314973036,69,3,707,2,5,4,524,potential loyalists
2315146172,322,7,283,3,3,3,333,need attention
2315150056,539,4,168,3,2,3,233,at risk
2315237692,305,1,279,1,3,3,313,about to sleep
2315568850,182,1,279,1,3,3,313,about to sleep
2315569436,581,2,84,2,2,2,222,hibernating
2315572370,111,4,216,3,4,3,433,potential loyalists
2315596264,36,21,1342,5,5,5,555,champions
2315768768,74,3,707,2,5,4,524,potential loyalists
2315821076,1075,1,95,1,1,2,112,hibernating
2315886744,105,1,239,1,4,3,413,promising
2316020856,172,13,2421,4,4,5,445,loyal customers
2316027938,512,1,49,1,2,1,211,hibernating
2316171378,40,10,472,4,5,4,544,champions
2316209544,146,3,843,2,4,5,425,potential loyalists
2316305280,116,6,2274,3,4,5,435,potential loyalists
2316594084,231,3,736,2,3,4,324,about to sleep
2316616790,264,13,1785,4,3,5,345,loyal customers
2317005142,379,3,818,2,2,5,225,hibernating
2317162760,425,2,98,2,2,2,222,hibernating
2317184356,356,1,279,1,3,3,313,about to sleep
2317197804,85,12,1626,4,5,5,545,champions
2317388684,82,4,1446,3,5,5,535,potential loyalists
2317390260,1034,1,429,1,1,4,114,hibernating
2317401522,789,1,69,1,1,2,112,hibernating
2317425178,151,13,3773,4,4,5,445,loyal customers
2317469560,343,1,448,1,3,4,314,about to sleep
2317833968,103,5,2785,3,4,5,435,potential loyalists
2318038152,841,2,749,2,1,4,124,hibernating
2318179402,236,3,167,2,3,3,323,about to sleep
2318180092,615,1,99,1,2,2,212,hibernating
2318189514,215,7,3651,3,3,5,335,need attention
2318219132,99,3,837,2,4,5,425,potential loyalists
2318644778,280,2,94,2,3,2,322,about to sleep
2318693194,700,1,199,1,2,3,213,hibernating
2318845842,253,3,129,2,3,3,323,about to sleep
2319019546,447,1,199,1,2,3,213,hibernating
2319037618,587,1,49,1,2,1,211,hibernating
2319199898,858,1,35,1,1,1,111,hibernating
2319270544,490,1,49,1,2,1,211,hibernating
2319394084,40,7,1733,3,5,5,535,potential loyalists
2319555900,638,1,279,1,2,3,213,hibernating
2319624656,680,3,1102,2,2,5,225,hibernating
2319646630,475,1,279,1,2,3,213,hibernating
2319699440,284,1,99,1,3,2,312,about to sleep
2319984728,299,1,349,1,3,4,314,about to sleep
2320047422,482,2,938,2,2,5,225,hibernating
2320137630,105,9,3721,4,4,5,445,loyal customers
2320214796,264,2,478,2,3,4,324,about to sleep
2320275796,124,11,499,4,4,4,444,loyal customers
2320411654,1021,2,310,2,1,4,124,hibernating
2320502664,133,1,359,1,4,4,414,promising
2320541054,315,3,1057,2,3,5,325,about to sleep
2320591444,85,2,478,2,5,4,524,potential loyalists
2320624406,41,3,616,2,5,4,524,potential loyalists
2320672558,29,1,239,1,5,3,513,new customers
2320798314,12,106,7337,5,5,5,555,champions
2320830084,39,19,933,5,5,5,555,champions
2320872118,904,1,70,1,1,2,112,hibernating
2320877790,778,1,229,1,1,3,113,hibernating
2321097198,136,3,647,2,4,4,424,potential loyalists
2321183048,686,1,99,1,2,2,212,hibernating
2321232646,705,5,4796,3,2,5,235,at risk
2321359764,257,5,1745,3,3,5,335,need attention
2321368546,461,2,838,2,2,5,225,hibernating
2321435494,687,1,99,1,2,2,212,hibernating
2321498770,928,2,704,2,1,4,124,hibernating
2321596878,341,3,737,2,3,4,324,about to sleep
2321609424,575,1,329,1,2,4,214,hibernating
2321966350,55,2,578,2,5,4,524,potential loyalists
2322189108,986,1,225,1,1,3,113,hibernating
2322229652,91,2,548,2,4,4,424,potential loyalists
2322309434,34,4,216,3,5,3,533,potential loyalists
2322429140,335,2,108,2,3,2,322,about to sleep
2322539996,82,5,2015,3,5,5,535,potential loyalists
2322610618,375,1,99,1,2,2,212,hibernating
2322645072,224,3,843,2,3,5,325,about to sleep
2322690456,946,2,378,2,1,4,124,hibernating
2322759472,914,1,349,1,1,4,114,hibernating
2322787998,172,4,1116,3,4,5,435,potential loyalists
2322794016,97,4,936,3,4,5,435,potential loyalists
2323052036,876,2,310,2,1,4,124,hibernating
2323076794,302,3,1226,2,3,5,325,about to sleep
2323130408,578,2,987,2,2,5,225,hibernating
2323365562,763,1,279,1,1,3,113,hibernating
2323368042,249,1,309,1,3,4,314,about to sleep
2323440004,117,3,977,2,4,5,425,potential loyalists
2323603696,295,1,279,1,3,3,313,about to sleep
2323831286,15,4,1515,3,5,5,535,potential loyalists
2324111028,599,2,554,2,2,4,224,hibernating
2324157534,249,1,548,1,3,4,314,about to sleep
2324166076,113,1,239,1,4,3,413,promising
2324256368,14,9,2821,4,5,5,545,champions
2324342850,126,3,1155,2,4,5,425,potential loyalists
2324350228,25,7,3461,3,5,5,535,potential loyalists
2324406526,419,3,387,2,2,4,224,hibernating
2324544698,677,1,699,1,2,4,214,hibernating
2324573276,481,2,748,2,2,4,224,hibernating
2324625228,641,25,9991,5,2,5,255,can't loose
2324633862,112,3,1043,2,4,5,425,potential loyalists
2324681500,412,1,229,1,2,3,213,hibernating
2324705208,788,2,2648,2,1,5,125,hibernating
2324735626,348,6,2414,3,3,5,335,need attention
2324748892,76,2,108,2,5,2,522,potential loyalists
2324820386,599,2,628,2,2,4,224,hibernating
2324924620,613,3,677,2,2,4,224,hibernating
2324956116,25,1,593,1,5,4,514,new customers
2324988696,463,1,49,1,2,1,211,hibernating
2325122104,77,4,936,3,5,5,535,potential loyalists
2325158986,459,2,746,2,2,4,224,hibernating
2325198880,417,3,597,2,2,4,224,hibernating
2325316890,308,1,239,1,3,3,313,about to sleep
2325349228,15,3,647,2,5,4,524,potential loyalists
2325459110,103,21,6211,5,4,5,455,loyal customers
2325523456,705,3,837,2,2,5,225,hibernating
2325681528,203,1,279,1,3,3,313,about to sleep
2325711576,398,1,359,1,2,4,214,hibernating
2325770328,88,2,478,2,5,4,524,potential loyalists
2325792458,368,1,359,1,2,4,214,hibernating
2325828134,182,1,309,1,3,4,314,about to sleep
2326148590,916,1,35,1,1,1,111,hibernating
2326256000,152,1,118,1,4,3,413,promising
2326371080,206,4,192,3,3,3,333,need attention
2326566330,620,1,49,1,2,1,211,hibernating
2326919368,250,2,548,2,3,4,324,about to sleep
2326927988,157,7,335,3,4,4,434,potential loyalists
2327044580,97,1,239,1,4,3,413,promising
2327134622,77,7,3921,3,5,5,535,potential loyalists
2327180214,35,4,1316,3,5,5,535,potential loyalists
2327323418,308,1,99,1,3,2,312,about to sleep
2327448174,179,1,239,1,4,3,413,promising
2327647882,434,1,49,1,2,1,211,hibernating
2327659890,680,1,49,1,2,1,211,hibernating
2327726256,593,1,299,1,2,3,213,hibernating
2327737954,351,2,118,2,3,3,323,about to sleep
2327786320,364,1,279,1,3,3,313,about to sleep
2327856318,1002,1,199,1,1,3,113,hibernating
2327951620,95,1,59,1,4,2,412,promising
2327957402,819,1,199,1,1,3,113,hibernating
2328038944,133,2,169,2,4,3,423,potential loyalists
2328054332,656,3,597,2,2,4,224,hibernating
2328263316,201,1,59,1,3,2,312,about to sleep
2328313750,236,1,418,1,3,4,314,about to sleep
2328355880,312,1,99,1,3,2,312,about to sleep
2328441138,741,2,478,2,1,4,124,hibernating
2328457494,774,2,320,2,1,4,124,hibernating
2328534960,342,2,338,2,3,4,324,about to sleep
2328656702,620,1,199,1,2,3,213,hibernating
2328783712,797,1,35,1,1,1,111,hibernating
2328882578,13,11,2057,4,5,5,545,champions
2328980342,623,3,993,2,2,5,225,hibernating
2329044036,36,1,247,1,5,3,513,new customers
2329131056,1086,1,225,1,1,3,113,hibernating
2329203976,2,5,277,3,5,3,533,potential loyalists
2329287558,358,2,309,2,3,4,324,about to sleep
2329290332,734,1,279,1,1,3,113,hibernating
2338489088,813,3,269,2,1,3,123,hibernating
2338770920,582,1,99,1,2,2,212,hibernating
2338824774,208,1,309,1,3,4,314,about to sleep
2338837624,158,4,1904,3,4,5,435,potential loyalists
2338990258,243,2,808,2,3,5,325,about to sleep
2339057302,819,1,35,1,1,1,111,hibernating
2339133838,421,7,2552,3,2,5,235,at risk
2339383022,237,3,129,2,3,3,323,about to sleep
2339466516,823,1,70,1,1,2,112,hibernating
2339500342,468,1,279,1,2,3,213,hibernating
2339508236,119,2,378,2,4,4,424,potential loyalists
2339907788,56,8,4353,4,5,5,545,champions
2340037976,148,1,439,1,4,4,414,promising
2340164040,15,1,299,1,5,3,513,new customers
2340390668,18,3,1201,2,5,5,525,potential loyalists
2340752650,298,1,99,1,3,2,312,about to sleep
2341136818,498,3,297,2,2,3,223,hibernating
2341183210,99,5,1457,3,4,5,435,potential loyalists
2341206284,820,1,199,1,1,3,113,hibernating
2341374550,609,1,659,1,2,4,214,hibernating
2341500114,971,2,378,2,1,4,124,hibernating
2341519608,76,7,2163,3,5,5,535,potential loyalists
2341573582,308,1,659,1,3,4,314,about to sleep
2341973858,1027,1,329,1,1,4,114,hibernating
2342020124,602,1,99,1,2,2,212,hibernating
2342548712,413,5,1980,3,2,5,235,at risk
2342565176,853,1,70,1,1,2,112,hibernating
2342571622,582,1,250,1,2,3,213,hibernating
2342649820,62,1,99,1,5,2,512,new customers
2342690472,223,2,438,2,3,4,324,about to sleep
2342841888,384,1,99,1,2,2,212,hibernating
2343219734,237,2,558,2,3,4,324,about to sleep
2343233132,1040,1,409,1,1,4,114,hibernating
2343323408,78,3,697,2,5,4,524,potential loyalists
2343421452,785,1,69,1,1,2,112,hibernating
2343461664,403,2,558,2,2,4,224,hibernating
2343474140,321,1,279,1,3,3,313,about to sleep
2343861106,413,1,49,1,2,1,211,hibernating
2343912540,140,1,59,1,4,2,412,promising
2343972946,147,5,1110,3,4,5,435,potential loyalists
2344013934,680,1,909,1,2,5,215,hibernating
2344046064,189,1,819,1,3,5,315,about to sleep
2344061010,235,1,239,1,3,3,313,about to sleep
2344093402,379,5,1877,3,2,5,235,at risk
2344193012,295,1,279,1,3,3,313,about to sleep
2344214126,281,2,468,2,3,4,324,about to sleep
2344232312,419,1,59,1,2,2,212,hibernating
